misshon.com,malicious,"恶意软件,C2服务器",域名存在Whois信息缺失、非主流注册商、邮件安全配置缺失、历史DNS异常及被防火墙标记为恶意软件等多重风险特征,2025-08-06 11:11:44
couriontesy.com,malicious,"钓鱼网站, 垃圾邮件",域名注册信息缺失、使用不透明注册商、DNS解析频繁变更、未配置邮件安全机制（SPF/DMARC/DKIM）、SSL证书覆盖不完整，且域名生命周期较短，存在高风险行为特征。,2025-08-06 11:12:39
goatramz.com,malicious,恶意软件,域名被Palo Alto防火墙标记为恶意软件，且缺少邮件安全配置，SSL证书覆盖不全，注册信息不透明，存在高风险行为。,2025-08-06 11:14:04
rootsite.fun,malicious,"钓鱼网站, 垃圾邮件, C2服务器",域名注册信息完全私密且注册商可疑，DNS解析异常并伴随NXDOMAIN错误，缺乏邮件安全配置，存在被用于钓鱼、垃圾邮件及作为恶意C2服务器的高风险。,2025-08-06 11:14:48
w1.verkut.host,malicious,钓鱼网站,域名注册信息隐藏，DNS解析异常且存在NXDOMAIN记录，邮件安全措施缺失，SSL证书存在但结合DNS异常可能用于伪装合法网站，综合判断为钓鱼网站。,2025-08-06 11:15:29
vipcncnetwork.com,malicious,"恶意软件, 钓鱼网站, C2服务器",域名被防火墙标记为恶意软件且存在邮件安全缺失、IP异常变动、注册信息可疑等多重风险特征,2025-08-06 11:16:16
free-stress.uk,malicious,钓鱼网站,域名注册信息缺失、邮件安全措施未配置、历史DNS记录异常且网站无法访问，存在高风险行为特征。,2025-08-06 11:17:04
wlldberries.pro,malicious,钓鱼网站,域名与知名电商平台wildberries高度相似且存在Whois信息缺失、DNS解析异常、邮件安全配置缺失及SSL证书无实际服务等异常特征，高度疑似仿冒网站用于钓鱼攻击。,2025-08-06 11:17:43
burden-psp-holding-evaluation.trycloudflare.com,malicious,"C2服务器, 钓鱼网站",域名存在Whois信息隐藏、DNS解析缺失、无历史记录及邮件安全配置缺失等异常特征，结合Cloudflare测试环境特性，高度疑似用于隐藏真实IP或伪装合法服务的恶意活动。,2025-08-06 11:18:23
gumsavvy.com,malicious,"钓鱼网站, 垃圾邮件",域名Whois信息完全缺失且DNS解析长期异常，结合邮件安全记录缺失及SSL证书短期有效特征，高度疑似用于钓鱼或垃圾邮件分发等恶意行为。,2025-08-06 11:19:02
www.schetcik.online,malicious,"钓鱼网站, 垃圾邮件",域名存在联系信息隐藏、DNS解析异常、邮件安全机制缺失等高风险特征，且无法访问的网站可能用于隐藏真实目的或实施网络钓鱼等恶意行为。,2025-08-06 11:19:45
64thserv.neocities.org,malicious,C2服务器,域名疑似DGA生成，注册信息隐私保护异常，DNS历史记录存在未识别IP，无邮件安全配置及SSL证书，结合404错误页面可能被用于隐蔽的恶意活动。,2025-08-06 11:20:40
pring.cloud.swtest.ru,malicious,"网络钓鱼, 恶意软件分发, C2服务器",域名缺乏邮件安全配置、存在子域名异常与DNS配置风险，且被防火墙直接标记为恶意软件，高度疑似用于网络钓鱼及恶意软件分发活动。,2025-08-06 11:21:23
mybrainscanner.com,malicious,"垃圾邮件, 钓鱼网站, C2服务器",域名存在Whois信息隐藏、DNS服务器频繁变更、邮件安全记录缺失等异常行为，且被防火墙直接标记为恶意软件，高度疑似用于垃圾邮件分发、网络钓鱼及作为恶意网络的C2通信节点。,2025-08-06 11:22:14
90001.lovestoblog.com,malicious,"恶意软件, 僵尸网络, C2服务器, 网络钓鱼",域名被Palo Alto防火墙标记为恶意软件，存在DGA生成特征、Whois信息缺失、邮件安全配置缺失、SSL证书缺失及解析至可疑IP等多维度风险，且子域名结构符合隐蔽性攻击特征。,2025-08-06 11:23:04
cdn.tagbox.io,benign,-,域名使用AWS正规服务且SSL证书有效，无DGA特征及明确恶意配置，当前404状态可能为网站未上线或内容缺失，暂无足够证据指向恶意行为。,2025-08-06 11:24:06
jpteach202.great-site.net,malicious,"C2服务器, 网络钓鱼, 恶意软件分发",域名存在Whois信息缺失、安全配置缺失（无SSL/DNSSEC/MX记录）、被防火墙标记为恶意软件，且IP关联短期活动，高度疑似恶意行为。,2025-08-06 11:25:02
www.ultrasource.co.za,malicious,"恶意软件,C2服务器",域名被Palo Alto防火墙标记为恶意软件，且存在注册信息隐藏、SSL证书不匹配、邮件安全配置缺失等高风险特征。,2025-08-06 11:26:00
petrofac-files.com,malicious,"钓鱼网站, 垃圾邮件, C2服务器",域名存在注册信息缺失、IP地理位置矛盾、邮件安全机制缺失、SSL证书缺失及短期异常活动等多维度风险，且网站无法访问，高度疑似用于钓鱼攻击、恶意软件分发或作为C2服务器。,2025-08-06 11:27:05
astaoffices.com,malicious,"钓鱼网站, 垃圾邮件",域名注册信息缺失、无邮件安全机制（SPF/DMARC/DKIM）、IP归属地不一致、SSL证书缺失，存在高风险行为特征。,2025-08-06 11:28:06
saipem-projects.bid,malicious,"钓鱼网站, 垃圾邮件",域名存在Whois信息缺失、IP地理位置矛盾、邮件安全措施缺失等高风险特征，且无法访问的网站可能隐藏恶意行为。,2025-08-06 11:29:07
www.mdtech.com.bo,malicious,"恶意软件, 网络钓鱼",域名注册信息缺失、邮件安全策略未配置且被防火墙标记为恶意软件，存在高风险恶意行为,2025-08-06 11:29:52
www.consorzio-tfc.it,malicious,恶意软件,域名被防火墙标记为恶意软件，且存在邮件安全配置缺失和SSL证书未部署等安全风险。,2025-08-06 11:30:47
phubotnet.duckdns.org,malicious,"僵尸网络,C2服务器",域名存在Whois信息缺失、邮件/SSL安全机制缺失、IP地理位置异常、DNS历史空白及使用免费DNS等高风险特征，且名称含'botnet'暗示关联恶意活动。,2025-08-06 11:31:54
pub-3397a52a6e374be1939805d4e86427db.r2.dev,malicious,"C2服务器, 数据泄露",域名疑似DGA生成，结合存储桶公共访问配置漏洞及多IP轮换等异常行为，存在隐蔽通信和数据泄露风险,2025-08-06 11:32:44
pub-3c0df975d95c450a83b3d88e3e696588.r2.dev,malicious,"C2服务器, 数据泄露",域名疑似DGA生成，Whois信息缺失，DNS解析指向Cloudflare且历史记录异常，网站内容为AWS S3存储桶404页面，提示可能存在公共访问权限配置漏洞，存在数据泄露和C2服务器风险。,2025-08-06 11:33:26
pub-455c055b13d6441391396af0357f5bf0.r2.dev,malicious,C2服务器,域名存在Whois信息缺失、DNS解析异常、安全配置缺失、SSL证书缺失及历史记录空白等高风险特征，结合DGA检测和云存储桶潜在配置风险，高度疑似用于恶意通信或数据泄露。,2025-08-06 11:34:03
d3a22fjcbjuz60.cloudfront.net,benign,-,该域名属于AWS CloudFront合法基础设施，尽管存在DGA特征和解析异常，但更可能是CDN服务配置问题或新启用域名，无明确恶意行为证据。,2025-08-06 11:34:45
djowo569as.xyz,malicious,"C2服务器, 钓鱼网站, 垃圾邮件",域名符合DGA生成特征，存在Whois信息缺失、异常域名状态、缺乏邮件安全配置、历史NXDOMAIN记录及随机字符组合等多重恶意域名典型指标。,2025-08-06 11:35:40
cloudflare.blazing-cloud.com,malicious,恶意软件分发，钓鱼攻击,域名被防火墙拦截标记为恶意软件，且存在注册信息缺失、DNS配置异常及缺乏邮件安全记录等高风险特征。,2025-08-06 11:36:30
graceparkhawthornclub.com,malicious,"钓鱼网站, 垃圾邮件",域名存在隐私保护隐藏真实信息、IP地理位置异常、邮件安全措施缺失及SSL证书配置错误等多项风险，可能被用于钓鱼攻击或垃圾邮件活动。,2025-08-06 11:37:24
boxwoodrenovations.com,malicious,钓鱼网站,域名注册信息隐藏、DNS解析异常、邮件安全配置缺失、SSL证书配置错误，存在高风险行为特征。,2025-08-06 11:38:08
xabanak.ru,malicious,恶意软件,该域名被Palo Alto防火墙标记为恶意软件，且存在注册信息不透明、邮件安全策略缺失、IP地址频繁变更等异常特征。,2025-08-06 11:38:43
alina-quintana.com,malicious,"钓鱼网站, 垃圾邮件, SSL证书异常",域名注册信息隐藏、DNS服务器异常变更、邮件安全配置缺失、SSL证书与域名不匹配，存在高风险行为特征。,2025-08-06 11:39:32
play-the-play-lp.com,malicious,"垃圾邮件, 钓鱼网站",域名存在隐私保护隐藏真实信息、IP地址频繁变更、邮件安全配置缺失及SSL证书通用名称不匹配等异常特征，高度疑似用于恶意活动。,2025-08-06 11:40:28
pastefy.app,malicious,"垃圾邮件, 恶意内容传播, C2服务器",域名存在Whois信息缺失、DNS服务商频繁变更、邮件安全配置缺失等异常特征，且作为文本共享平台可能被用于传播恶意内容或作为C2服务器。,2025-08-06 11:41:16
stioman.com,malicious,恶意软件,域名被防火墙标记为恶意软件，且存在注册信息隐藏、邮件安全配置不完整等异常特征，综合判断为高风险恶意域名。,2025-08-06 11:41:59
projectgroup.infinityfreeapp.com,malicious,"钓鱼网站, 垃圾邮件, C2服务器",域名存在Whois信息缺失、无邮件安全配置、SSL证书缺失、未来时间戳DNS记录及免费托管平台等高风险特征，且网站无法正常访问，高度疑似恶意用途。,2025-08-06 11:43:06
www.technoproject.it,malicious,"恶意软件分发,钓鱼攻击",域名被防火墙标记为恶意软件，且存在SSL证书异常、邮件安全配置缺失等高风险特征，综合判断存在恶意行为,2025-08-06 11:44:57
www.malteseagriculture.com,malicious,"钓鱼网站, 恶意软件分发",域名被防火墙标记为恶意软件，且存在隐私信息隐藏、邮件与SSL安全缺失、DNS记录异常等多重风险，高度疑似用于钓鱼攻击和恶意软件传播。,2025-08-06 11:45:46
www.sbsbiz.com.my,malicious,"恶意软件, C2服务器",域名被防火墙系统标记为恶意软件，且邮件安全配置缺失（无DMARC和DKIM），历史DNS记录显示IP地址变更，存在高风险行为。,2025-08-06 14:08:11
yorja.org,malicious,"钓鱼网站, 垃圾邮件, C2服务器",域名注册信息完全隐藏、DNS解析异常、DNS服务器频繁变更、邮件安全配置缺失及SSL证书覆盖不全，存在隐藏真实身份、基础设施及潜在恶意通信的高风险特征。,2025-08-06 14:10:16
saipem-project.cloud,malicious,"钓鱼网站, 垃圾邮件, C2服务器",域名存在隐私隐藏、短期注册、DNS地理位置矛盾、邮件安全机制缺失及SSL证书缺失等多维度异常，且网站无法访问，高度疑似用于钓鱼、垃圾邮件或隐蔽攻击。,2025-08-06 14:11:36
saipem-files.cloud,malicious,"钓鱼网站, 垃圾邮件",域名存在Whois信息缺失、DNS解析异常、邮件安全配置缺失及SSL证书缺失等高风险特征，可能被用于钓鱼攻击或垃圾邮件分发。,2025-08-06 14:12:43
saipem-projects.cloud,malicious,"钓鱼网站, 垃圾邮件",域名存在Whois信息缺失、DNS解析异常、NS记录指向可疑IP、缺乏邮件和SSL配置等高风险特征，且无法访问网站，存在伪装成Saipem官方项目进行钓鱼攻击的潜在风险。,2025-08-06 14:13:38
aramco-files.cloud,malicious,钓鱼网站,域名使用隐私保护隐藏真实注册信息，DNS解析异常且历史记录显示NXDOMAIN，IP地理位置跨地区异常，域名结构模仿沙特阿美石油公司（aramco）试图伪装成官方文件服务，高度疑似钓鱼攻击。,2025-08-06 14:14:47
lctechengineering.com,malicious,"钓鱼网站, 垃圾邮件, C2服务器",域名存在Whois信息缺失、DNS/IP地理位置矛盾、邮件安全配置不完善、生命周期短等多维度风险，且网站无法访问，高度疑似用于恶意活动。,2025-08-06 14:16:13
petrofac-files.cloud,malicious,"钓鱼网站, C2服务器, 数据泄露",域名存在隐私隐藏、解析异常、地理位置矛盾、邮件安全缺失及SSL证书缺失等高风险特征，可能被用于钓鱼攻击、恶意控制或数据泄露。,2025-08-06 14:17:28
yumeenterprises.com,malicious,"钓鱼网站, 垃圾邮件",域名注册信息缺失、域名锁定状态异常、DNS解析指向AWS Global Accelerator且未明确关联合法实体、邮件安全配置不完整（缺少DMARC和DKIM）、SSL证书覆盖不全，存在高风险行为特征。,2025-08-06 14:18:39
yourstock24.com,malicious,钓鱼网站,域名疑似通过DGA生成，注册信息不透明，DNS解析历史复杂且存在IP频繁变更，邮件安全配置不完善，存在被用于钓鱼攻击的高风险。,2025-08-06 14:19:49
youredoinggreat.today,benign,-,域名提供情感鼓励服务，存在邮件安全配置缺陷和隐私政策不透明风险，但无直接恶意行为证据。,2025-08-06 14:21:08
shopmeyxc.pro,malicious,"钓鱼网站, 垃圾邮件",域名存在Whois信息缺失、DNS解析异常、邮件安全配置缺失及历史NXDOMAIN记录，结合当前无法访问且潜在恶意用途风险，高度疑似用于钓鱼或垃圾邮件活动。,2025-08-06 14:22:16
j-bookmarks-annie-possess.trycloudflare.com,malicious,"钓鱼网站, 垃圾邮件",域名存在Whois信息隐藏、DNS解析失败、邮件安全配置缺失及SSL证书缺失等异常，且域名结构包含随机字符串，可能被用于钓鱼或垃圾邮件活动。,2025-08-06 14:23:09
lpdesigns.uk,benign,-,域名未发现明确恶意行为，但存在注册信息缺失、邮件安全配置缺失、SSL证书域名不一致等潜在风险点，需进一步监控其网络行为及域名使用情况。,2025-08-06 14:24:15
xnhauvietnam.vietnamddns.com,malicious,"钓鱼网站, 垃圾邮件, 隐蔽服务",域名存在Whois信息缺失、IP地理位置不一致、邮件安全措施缺失、SSL证书配置不全及DNSSEC未启用等多项高风险异常特征，结合404状态码可能隐藏真实内容，高度疑似用于钓鱼、垃圾邮件或隐蔽服务。,2025-08-06 14:25:22
bedoueroom.top,malicious,"钓鱼网站, C2服务器",域名注册信息完全隐私化、DNS解析异常、历史DNS记录频繁变更且指向多个IP地址、缺乏邮件安全机制，综合判断存在高风险恶意行为,2025-08-06 14:26:20
as5yo.top,malicious,"钓鱼网站, 垃圾邮件, C2服务器",域名注册信息隐私保护、DNS解析异常、缺乏邮件安全配置及无法访问的网站内容，高度疑似用于恶意活动。,2025-08-06 14:27:26
zerolendnow.top,malicious,钓鱼网站,域名注册信息高度隐私化、DNS解析异常、历史记录显示NXDOMAIN错误、缺乏邮件安全配置，且域名包含'loan'（借贷）关键词，高度疑似钓鱼或金融诈骗网站。,2025-08-06 14:28:24
apexservices.duckdns.org,malicious,"C2服务器, 钓鱼网站",域名存在Whois信息缺失、DNS解析异常、AS号异常、邮件安全配置缺失及SSL证书缺失等高风险特征，结合网站无法访问的异常行为，高度疑似用于隐蔽通信或钓鱼攻击。,2025-08-06 14:29:19
addicted.lovestoblog.com,malicious,"钓鱼网站, 垃圾邮件",域名存在注册信息不透明、邮件安全配置缺失、SSL证书未配置等风险，且网站连接被服务器强制关闭，存在高概率被用于钓鱼或垃圾邮件活动。,2025-08-06 14:30:26
kavacanada.ca,benign,-,域名属于合法电商平台，无明确恶意行为证据，但存在邮件安全策略缺失、SSL证书覆盖不全及旧框架潜在漏洞等安全风险。,2025-08-06 14:31:36
bambionfleek.com,benign,-,域名注册信息不完整且存在DNS历史变更，但网站内容为合法商业用途，未发现直接恶意行为证据。,2025-08-06 14:32:46
malteseagriculture.com,benign,-,域名当前显示为正常维护页面，无明确恶意行为证据，但存在隐私隐藏和邮件安全配置不足等潜在风险，需持续监控。,2025-08-06 14:33:53
nimbusvaults.com,malicious,"信息隐藏, 配置不完善",域名注册信息缺失、使用不透明注册商、DNS记录异常且未配置邮件安全机制，存在隐藏真实身份和潜在恶意行为的高风险。,2025-08-06 14:34:53
confeccionescoinffaa.cl,benign,-,域名虽存在DNS配置异常及邮件安全措施缺失等风险，但网站内容显示为合法的智利军警定制服装公司，无直接证据表明其涉及恶意行为。,2025-08-06 14:36:37
arjen.top,malicious,"钓鱼网站, 垃圾邮件",域名状态异常（serverHold/pendingDelete）、隐私信息隐藏、DNS解析异常、缺乏邮件安全配置及SSL覆盖不全，存在被用于钓鱼或垃圾邮件的高风险。,2025-08-06 14:37:42
paste.ee,benign,-,域名未直接显示恶意特征，但存在邮件安全配置缺失和潜在滥用风险，需进一步验证实际用途,2025-08-06 14:38:52
mistlatch.click,malicious,"钓鱼网站, 垃圾邮件",域名存在Whois隐私保护、异常DNS解析状态、历史可疑NS记录及缺乏邮件安全配置等高风险特征，且当前无法访问，符合恶意域名典型行为模式。,2025-08-06 14:39:59
youreternity.org,malicious,"钓鱼网站, 垃圾邮件",域名注册信息被隐藏且状态锁定，未配置邮件安全机制，历史IP变更异常，网站存在管理员面板暴露和文件上传风险，高度疑似用于钓鱼或恶意通信。,2025-08-06 14:41:04
zrselecttravel.com,malicious,"钓鱼网站, 垃圾邮件",域名注册信息缺失，邮件安全配置不完善（MX/DMARC/DKIM缺失），历史DNS记录显示IP频繁变更，且网站内容中存在可疑广告（Mostbet giris ad），可能被用于钓鱼或恶意引流。,2025-08-06 14:43:00
yourhandymanmn.com,malicious,恶意软件分发,域名被防火墙标记为恶意软件，且注册信息隐私保护、DMARC记录缺失等特征增加其潜在风险。,2025-08-06 14:43:41
verdicheck2.mosco.cc,malicious,"恶意软件分发, 网络钓鱼",域名被Palo Alto防火墙标记为恶意软件类别，且注册信息不透明、缺乏邮件安全配置及SSL证书，存在高风险恶意行为,2025-08-06 14:44:22
domain_name,malicious,"钓鱼网站, 垃圾邮件",域名存在Whois信息缺失、DNS解析异常、邮件安全配置缺失及SSL证书不可达等多风险特征，高度疑似用于隐藏真实身份并实施网络钓鱼或垃圾邮件攻击。,2025-08-06 14:45:30
domain_name,malicious,"垃圾邮件, C2服务器",域名存在Whois信息缺失、DNS解析异常、邮件安全配置缺失及SSL证书查询失败等多项高风险特征，高度疑似用于隐蔽通信或恶意活动。,2025-08-06 14:46:39
warpdrive.top,malicious,"钓鱼网站, 垃圾邮件, C2服务器",域名存在隐私保护、注册状态异常、DNS配置不稳定及邮件安全缺失等高风险特征，且当前无法访问，可能被用于恶意活动。,2025-08-06 14:47:36
ashesplayer.top,malicious,"钓鱼网站, 垃圾邮件",域名新注册且DNS配置异常，无邮件安全记录，隐私保护隐藏真实信息，历史DNS服务商频繁更换，存在短期恶意活动风险。,2025-08-06 14:48:41
sizzlingcareer.com,malicious,"钓鱼网站, C2服务器",域名注册信息隐藏、DNS配置频繁变更、邮件安全机制缺失、无法解析有效记录，存在高风险行为特征,2025-08-06 14:49:21
sos-atlanta.com,malicious,"恶意软件, 钓鱼网站",域名被Palo Alto防火墙标记为恶意软件且存在邮件安全配置缺陷，高风险行为特征显著,2025-08-06 14:51:42
